hs6,sanction_date,sanctioned,partially_exempt,dual_use,industrial_cap,luxury,military_tech,aviation,firearms,oil_exploration,oil_refining,sanction_year,category
290721,,,,,,,,,,,,,non_sanctioned
290722,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
290723,,,,,,,,,,,,,non_sanctioned
290729,,,,,,,,,,,,,non_sanctioned
290811,,,,,,,,,,,,,non_sanctioned
290819,,,,,,,,,,,,,non_sanctioned
290891,,,,,,,,,,,,,non_sanctioned
290892,,,,,,,,,,,,,non_sanctioned
290899,2022-04-08,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
290911,2022-04-08,1.0,0.0,,1.0,,1.0,,,,,2022.0,industrial_cap
290919,2022-06-04,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
290920,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
290930,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
290941,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
290943,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
290944,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
290949,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
290950,,,,,,,,,,,,,non_sanctioned
290960,,,,,,,,,,,,,non_sanctioned
291010,2022-04-08,1.0,0.0,,1.0,,1.0,,,,,2022.0,industrial_cap
291020,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291030,,,,,,,,,,,,,non_sanctioned
291040,,,,,,,,,,,,,non_sanctioned
291050,,,,,,,,,,,,,non_sanctioned
291090,,,,,,,,,,,,,non_sanctioned
291100,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291211,2022-10-06,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
291212,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291219,2022-10-06,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
291221,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
291229,,,,,,,,,,,,,non_sanctioned
291241,,,,,,,,,,,,,non_sanctioned
291242,,,,,,,,,,,,,non_sanctioned
291249,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291250,,,,,,,,,,,,,non_sanctioned
291260,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291300,,,,,,,,,,,,,non_sanctioned
291411,2022-04-08,1.0,0.0,,1.0,,1.0,,,,,2022.0,industrial_cap
291412,,,,,,,,,,,,,non_sanctioned
291413,,,,,,,,,,,,,non_sanctioned
291419,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
291422,,,,,,,,,,,,,non_sanctioned
291423,,,,,,,,,,,,,non_sanctioned
291429,,,,,,,,,,,,,non_sanctioned
291431,,,,,,,,,,,,,non_sanctioned
291439,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
291440,2022-06-04,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
291450,,,,,,,,,,,,,non_sanctioned
291461,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291462,,,,,,,,,,,,,non_sanctioned
291469,,,,,,,,,,,,,non_sanctioned
291471,,,,,,,,,,,,,non_sanctioned
291479,2022-07-21,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
291511,,,,,,,,,,,,,non_sanctioned
291512,,,,,,,,,,,,,non_sanctioned
291513,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291521,,,,,,,,,,,,,non_sanctioned
291524,,,,,,,,,,,,,non_sanctioned
291529,,,,,,,,,,,,,non_sanctioned
291531,,,,,,,,,,,,,non_sanctioned
291532,,,,,,,,,,,,,non_sanctioned
291533,,,,,,,,,,,,,non_sanctioned
291536,,,,,,,,,,,,,non_sanctioned
291539,,,,,,,,,,,,,non_sanctioned
291540,,,,,,,,,,,,,non_sanctioned
291550,,,,,,,,,,,,,non_sanctioned
291560,,,,,,,,,,,,,non_sanctioned
291570,,,,,,,,,,,,,non_sanctioned
291590,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291611,,,,,,,,,,,,,non_sanctioned
291612,2022-04-08,1.0,0.0,,1.0,,1.0,,,,,2022.0,industrial_cap
291613,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291614,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291615,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291616,,,,,,,,,,,,,non_sanctioned
291619,,,,,,,,,,,,,non_sanctioned
291620,,,,,,,,,,,,,non_sanctioned
291631,,,,,,,,,,,,,non_sanctioned
291632,,,,,,,,,,,,,non_sanctioned
291634,,,,,,,,,,,,,non_sanctioned
291639,,,,,,,,,,,,,non_sanctioned
291711,,,,,,,,,,,,,non_sanctioned
291712,,,,,,,,,,,,,non_sanctioned
291713,,,,,,,,,,,,,non_sanctioned
291714,,,,,,,,,,,,,non_sanctioned
291719,2022-04-08,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
291720,,,,,,,,,,,,,non_sanctioned
291732,,,,,,,,,,,,,non_sanctioned
291733,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
291734,,,,,,,,,,,,,non_sanctioned
291735,,,,,,,,,,,,,non_sanctioned
291736,,,,,,,,,,,,,non_sanctioned
291737,,,,,,,,,,,,,non_sanctioned
291739,,,,,,,,,,,,,non_sanctioned
291811,,,,,,,,,,,,,non_sanctioned
291812,,,,,,,,,,,,,non_sanctioned
291813,,,,,,,,,,,,,non_sanctioned
291814,,,,,,,,,,,,,non_sanctioned
291815,,,,,,,,,,,,,non_sanctioned
291816,,,,,,,,,,,,,non_sanctioned
291817,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
291818,,,,,,,,,,,,,non_sanctioned
291819,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
291821,,,,,,,,,,,,,non_sanctioned
291822,,,,,,,,,,,,,non_sanctioned
291823,,,,,,,,,,,,,non_sanctioned
291829,,,,,,,,,,,,,non_sanctioned
291830,,,,,,,,,,,,,non_sanctioned
291891,,,,,,,,,,,,,non_sanctioned
291899,,,,,,,,,,,,,non_sanctioned
291910,,,,,,,,,,,,,non_sanctioned
291990,2022-07-21,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292011,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
292019,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292021,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292022,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292023,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292024,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292029,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292030,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
292090,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
292111,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292112,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
292113,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
292114,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292119,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
292121,,,,,,,,,,,,,non_sanctioned
292122,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
292129,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292130,2022-06-04,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
292141,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
292142,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292143,,,,,,,,,,,,,non_sanctioned
292144,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292145,,,,,,,,,,,,,non_sanctioned
292146,,,,,,,,,,,,,non_sanctioned
292149,,,,,,,,,,,,,non_sanctioned
292151,,,,,,,,,,,,,non_sanctioned
292159,,,,,,,,,,,,,non_sanctioned
292211,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
292212,2022-10-06,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292214,,,,,,,,,,,,,non_sanctioned
292215,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292216,,,,,,,,,,,,,non_sanctioned
292217,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292218,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292219,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292221,,,,,,,,,,,,,non_sanctioned
292229,,,,,,,,,,,,,non_sanctioned
292231,,,,,,,,,,,,,non_sanctioned
292239,,,,,,,,,,,,,non_sanctioned
292241,,,,,,,,,,,,,non_sanctioned
292242,,,,,,,,,,,,,non_sanctioned
292243,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
292244,,,,,,,,,,,,,non_sanctioned
292249,,,,,,,,,,,,,non_sanctioned
292250,,,,,,,,,,,,,non_sanctioned
292310,,,,,,,,,,,,,non_sanctioned
292320,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
292330,,,,,,,,,,,,,non_sanctioned
292340,,,,,,,,,,,,,non_sanctioned
292390,,,,,,,,,,,,,non_sanctioned
292411,,,,,,,,,,,,,non_sanctioned
292412,,,,,,,,,,,,,non_sanctioned
292419,,,,,,,,,,,,,non_sanctioned
292421,2022-04-08,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292423,,,,,,,,,,,,,non_sanctioned
292424,,,,,,,,,,,,,non_sanctioned
292425,,,,,,,,,,,,,non_sanctioned
292429,2022-12-16,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
292511,,,,,,,,,,,,,non_sanctioned
292512,,,,,,,,,,,,,non_sanctioned
292519,,,,,,,,,,,,,non_sanctioned
292521,,,,,,,,,,,,,non_sanctioned
292529,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
292610,,,,,,,,,,,,,non_sanctioned
292620,,,,,,,,,,,,,non_sanctioned
292630,,,,,,,,,,,,,non_sanctioned
292640,,,,,,,,,,,,,non_sanctioned
292690,2022-07-21,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
292700,,,,,,,,,,,,,non_sanctioned
292800,2022-02-25,1.0,1.0,1.0,,,,,,,,2022.0,dual_use
292910,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
292990,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293020,,,,,,,,,,,,,non_sanctioned
293030,,,,,,,,,,,,,non_sanctioned
293040,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
293060,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293070,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293080,,,,,,,,,,,,,non_sanctioned
293090,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293110,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293120,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293131,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293132,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293133,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293134,2022-02-25,1.0,1.0,1.0,,,1.0,,,,,2022.0,dual_use
293135,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293136,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293138,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293139,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293190,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293211,,,,,,,,,,,,,non_sanctioned
293212,,,,,,,,,,,,,non_sanctioned
293213,,,,,,,,,,,,,non_sanctioned
293214,,,,,,,,,,,,,non_sanctioned
293219,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293220,,,,,,,,,,,,,non_sanctioned
293291,,,,,,,,,,,,,non_sanctioned
293292,,,,,,,,,,,,,non_sanctioned
293293,,,,,,,,,,,,,non_sanctioned
293294,,,,,,,,,,,,,non_sanctioned
293295,,,,,,,,,,,,,non_sanctioned
293299,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293311,,,,,,,,,,,,,non_sanctioned
293319,,,,,,,,,,,,,non_sanctioned
293321,,,,,,,,,,,,,non_sanctioned
293329,,,,,,,,,,,,,non_sanctioned
293331,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
293332,,,,,,,,,,,,,non_sanctioned
293333,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293339,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293341,,,,,,,,,,,,,non_sanctioned
293349,2022-06-04,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
293352,,,,,,,,,,,,,non_sanctioned
293353,2022-10-06,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
293354,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
293355,,,,,,,,,,,,,non_sanctioned
293359,,,,,,,,,,,,,non_sanctioned
293361,,,,,,,,,,,,,non_sanctioned
293369,2022-06-04,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
293371,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
293372,,,,,,,,,,,,,non_sanctioned
293379,,,,,,,,,,,,,non_sanctioned
293391,,,,,,,,,,,,,non_sanctioned
293392,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
293399,2022-02-25,1.0,1.0,1.0,,,,,,,,2022.0,dual_use
293410,,,,,,,,,,,,,non_sanctioned
293420,,,,,,,,,,,,,non_sanctioned
293430,,,,,,,,,,,,,non_sanctioned
293491,2022-06-04,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
293499,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
293510,,,,,,,,,,,,,non_sanctioned
293520,,,,,,,,,,,,,non_sanctioned
293530,,,,,,,,,,,,,non_sanctioned
293540,,,,,,,,,,,,,non_sanctioned
293550,,,,,,,,,,,,,non_sanctioned
293590,,,,,,,,,,,,,non_sanctioned
293621,,,,,,,,,,,,,non_sanctioned
293622,,,,,,,,,,,,,non_sanctioned
293623,,,,,,,,,,,,,non_sanctioned
293624,,,,,,,,,,,,,non_sanctioned
293625,,,,,,,,,,,,,non_sanctioned
293626,,,,,,,,,,,,,non_sanctioned
293627,,,,,,,,,,,,,non_sanctioned
293628,,,,,,,,,,,,,non_sanctioned
293629,,,,,,,,,,,,,non_sanctioned
293690,,,,,,,,,,,,,non_sanctioned
293711,,,,,,,,,,,,,non_sanctioned
293712,,,,,,,,,,,,,non_sanctioned
293719,,,,,,,,,,,,,non_sanctioned
293721,,,,,,,,,,,,,non_sanctioned
293722,,,,,,,,,,,,,non_sanctioned
293723,,,,,,,,,,,,,non_sanctioned
293729,,,,,,,,,,,,,non_sanctioned
293750,,,,,,,,,,,,,non_sanctioned
293790,,,,,,,,,,,,,non_sanctioned
293810,,,,,,,,,,,,,non_sanctioned
293890,,,,,,,,,,,,,non_sanctioned
293911,,,,,,,,,,,,,non_sanctioned
293919,,,,,,,,,,,,,non_sanctioned
293920,,,,,,,,,,,,,non_sanctioned
293930,,,,,,,,,,,,,non_sanctioned
293941,,,,,,,,,,,,,non_sanctioned
293942,,,,,,,,,,,,,non_sanctioned
293943,,,,,,,,,,,,,non_sanctioned
293944,,,,,,,,,,,,,non_sanctioned
293949,,,,,,,,,,,,,non_sanctioned
293951,,,,,,,,,,,,,non_sanctioned
293959,,,,,,,,,,,,,non_sanctioned
293961,,,,,,,,,,,,,non_sanctioned
293962,,,,,,,,,,,,,non_sanctioned
293963,,,,,,,,,,,,,non_sanctioned
293969,,,,,,,,,,,,,non_sanctioned
293971,,,,,,,,,,,,,non_sanctioned
293979,2022-04-08,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
293980,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
294000,,,,,,,,,,,,,non_sanctioned
294110,,,,,,,,,,,,,non_sanctioned
294120,,,,,,,,,,,,,non_sanctioned
294130,,,,,,,,,,,,,non_sanctioned
294140,,,,,,,,,,,,,non_sanctioned
294150,,,,,,,,,,,,,non_sanctioned
294190,,,,,,,,,,,,,non_sanctioned
294200,,,,,,,,,,,,,non_sanctioned
300120,,,,,,,,,,,,,non_sanctioned
300190,,,,,,,,,,,,,non_sanctioned
300211,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
300212,,,,,,,,,,,,,non_sanctioned
300213,,,,,,,,,,,,,non_sanctioned
300214,,,,,,,,,,,,,non_sanctioned
300215,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
300220,2022-07-21,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
300230,,,,,,,,,,,,,non_sanctioned
300290,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
300310,,,,,,,,,,,,,non_sanctioned
300320,,,,,,,,,,,,,non_sanctioned
300331,,,,,,,,,,,,,non_sanctioned
300339,,,,,,,,,,,,,non_sanctioned
300341,,,,,,,,,,,,,non_sanctioned
300342,,,,,,,,,,,,,non_sanctioned
300343,,,,,,,,,,,,,non_sanctioned
300349,,,,,,,,,,,,,non_sanctioned
300360,,,,,,,,,,,,,non_sanctioned
300390,2022-10-06,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
300410,,,,,,,,,,,,,non_sanctioned
300420,,,,,,,,,,,,,non_sanctioned
300431,,,,,,,,,,,,,non_sanctioned
300432,,,,,,,,,,,,,non_sanctioned
300439,,,,,,,,,,,,,non_sanctioned
300441,,,,,,,,,,,,,non_sanctioned
300442,,,,,,,,,,,,,non_sanctioned
300443,,,,,,,,,,,,,non_sanctioned
300449,,,,,,,,,,,,,non_sanctioned
300450,,,,,,,,,,,,,non_sanctioned
300460,,,,,,,,,,,,,non_sanctioned
300490,2022-10-06,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
300510,,,,,,,,,,,,,non_sanctioned
300590,,,,,,,,,,,,,non_sanctioned
300610,,,,,,,,,,,,,non_sanctioned
300620,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
300630,,,,,,,,,,,,,non_sanctioned
300640,,,,,,,,,,,,,non_sanctioned
300650,,,,,,,,,,,,,non_sanctioned
300660,,,,,,,,,,,,,non_sanctioned
300670,,,,,,,,,,,,,non_sanctioned
300691,,,,,,,,,,,,,non_sanctioned
300692,,,,,,,,,,,,,non_sanctioned
310100,,,,,,,,,,,,,non_sanctioned
310210,,,,,,,,,,,,,non_sanctioned
310221,,,,,,,,,,,,,non_sanctioned
310229,,,,,,,,,,,,,non_sanctioned
310230,2022-02-25,1.0,1.0,1.0,,,,,,,,2022.0,dual_use
310240,2022-02-25,1.0,1.0,1.0,,,,,,,,2022.0,dual_use
310250,,,,,,,,,,,,,non_sanctioned
310260,,,,,,,,,,,,,non_sanctioned
310280,,,,,,,,,,,,,non_sanctioned
310290,,,,,,,,,,,,,non_sanctioned
310311,,,,,,,,,,,,,non_sanctioned
310319,,,,,,,,,,,,,non_sanctioned
310390,,,,,,,,,,,,,non_sanctioned
310420,,,,,,,,,,,,,non_sanctioned
310430,,,,,,,,,,,,,non_sanctioned
310490,,,,,,,,,,,,,non_sanctioned
310510,,,,,,,,,,,,,non_sanctioned
310520,,,,,,,,,,,,,non_sanctioned
310530,,,,,,,,,,,,,non_sanctioned
310540,,,,,,,,,,,,,non_sanctioned
310551,,,,,,,,,,,,,non_sanctioned
310559,,,,,,,,,,,,,non_sanctioned
310560,,,,,,,,,,,,,non_sanctioned
310590,,,,,,,,,,,,,non_sanctioned
320110,,,,,,,,,,,,,non_sanctioned
320120,,,,,,,,,,,,,non_sanctioned
320190,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320210,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320290,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320300,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320411,,,,,,,,,,,,,non_sanctioned
320412,,,,,,,,,,,,,non_sanctioned
320413,,,,,,,,,,,,,non_sanctioned
320414,,,,,,,,,,,,,non_sanctioned
320415,,,,,,,,,,,,,non_sanctioned
320416,,,,,,,,,,,,,non_sanctioned
320417,,,,,,,,,,,,,non_sanctioned
320419,,,,,,,,,,,,,non_sanctioned
320420,,,,,,,,,,,,,non_sanctioned
320490,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320500,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320611,,,,,,,,,,,,,non_sanctioned
320619,,,,,,,,,,,,,non_sanctioned
320620,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
320641,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320642,,,,,,,,,,,,,non_sanctioned
320649,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
320650,,,,,,,,,,,,,non_sanctioned
320710,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320720,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320730,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320740,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320810,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320820,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320890,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320910,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
320990,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321000,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321100,,,,,,,,,,,,,non_sanctioned
321210,,,,,,,,,,,,,non_sanctioned
321290,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321310,,,,,,,,,,,,,non_sanctioned
321390,,,,,,,,,,,,,non_sanctioned
321410,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
321490,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321511,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321519,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
321590,,,,,,,,,,,,,non_sanctioned
330112,,,,,,,,,,,,,non_sanctioned
330113,,,,,,,,,,,,,non_sanctioned
330119,,,,,,,,,,,,,non_sanctioned
330124,,,,,,,,,,,,,non_sanctioned
330125,,,,,,,,,,,,,non_sanctioned
330129,,,,,,,,,,,,,non_sanctioned
330130,,,,,,,,,,,,,non_sanctioned
330190,2022-07-21,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
330210,2022-10-06,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
330290,2022-10-06,1.0,1.0,,,,1.0,,,,,2022.0,military_tech
330300,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330410,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330420,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330430,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330491,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330499,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330510,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330520,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330530,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330590,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330610,,,,,,,,,,,,,non_sanctioned
330620,,,,,,,,,,,,,non_sanctioned
330690,,,,,,,,,,,,,non_sanctioned
330710,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330720,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330730,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330741,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330749,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
330790,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
340111,,,,,,,,,,,,,non_sanctioned
340119,,,,,,,,,,,,,non_sanctioned
340120,,,,,,,,,,,,,non_sanctioned
340130,,,,,,,,,,,,,non_sanctioned
340211,,,,,,,,,,,,,non_sanctioned
340212,,,,,,,,,,,,,non_sanctioned
340213,,,,,,,,,,,,,non_sanctioned
340219,,,,,,,,,,,,,non_sanctioned
340220,,,,,,,,,,,,,non_sanctioned
340290,,,,,,,,,,,,,non_sanctioned
340311,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
340319,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
340391,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
340399,2022-02-25,1.0,0.0,1.0,1.0,,,,,,,2022.0,dual_use
340420,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
340490,2022-02-25,1.0,0.0,1.0,,,,,,,,2022.0,dual_use
340510,,,,,,,,,,,,,non_sanctioned
340520,,,,,,,,,,,,,non_sanctioned
340530,,,,,,,,,,,,,non_sanctioned
340540,,,,,,,,,,,,,non_sanctioned
340590,,,,,,,,,,,,,non_sanctioned
340600,,,,,,,,,,,,,non_sanctioned
340700,,,,,,,,,,,,,non_sanctioned
350110,,,,,,,,,,,,,non_sanctioned
350190,,,,,,,,,,,,,non_sanctioned
350211,,,,,,,,,,,,,non_sanctioned
350219,,,,,,,,,,,,,non_sanctioned
350220,,,,,,,,,,,,,non_sanctioned
350290,,,,,,,,,,,,,non_sanctioned
350300,,,,,,,,,,,,,non_sanctioned
350400,,,,,,,,,,,,,non_sanctioned
350510,2022-04-08,1.0,0.0,,1.0,,1.0,,,,,2022.0,industrial_cap
350520,,,,,,,,,,,,,non_sanctioned
350610,,,,,,,,,,,,,non_sanctioned
350691,,,,,,,,,,,,,non_sanctioned
350699,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
350710,,,,,,,,,,,,,non_sanctioned
350790,,,,,,,,,,,,,non_sanctioned
360100,2022-02-25,1.0,0.0,1.0,,,1.0,,1.0,,,2022.0,dual_use
360200,2022-02-25,1.0,0.0,1.0,,,1.0,,,,,2022.0,dual_use
360300,2022-02-25,1.0,0.0,1.0,,,1.0,,1.0,,,2022.0,dual_use
360410,2022-07-21,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
360490,2022-07-21,1.0,0.0,,,,1.0,,,,,2022.0,military_tech
